HEI_code,active,communitary,confessional,filantropic
158,TRUE,FALSE,FALSE,FALSE
159,TRUE,FALSE,FALSE,FALSE
160,TRUE,TRUE,FALSE,FALSE
161,TRUE,FALSE,TRUE,FALSE
162,TRUE,FALSE,FALSE,FALSE
163,TRUE,FALSE,FALSE,FALSE
165,TRUE,FALSE,FALSE,FALSE
166,TRUE,FALSE,FALSE,FALSE
167,TRUE,TRUE,FALSE,FALSE
170,TRUE,FALSE,FALSE,FALSE
171,TRUE,FALSE,FALSE,FALSE
176,TRUE,FALSE,FALSE,FALSE
180,FALSE,FALSE,FALSE,FALSE
181,FALSE,FALSE,FALSE,FALSE
190,TRUE,FALSE,FALSE,FALSE
191,TRUE,FALSE,FALSE,FALSE
192,TRUE,FALSE,FALSE,FALSE
193,TRUE,FALSE,FALSE,FALSE
194,TRUE,FALSE,FALSE,FALSE
195,TRUE,FALSE,FALSE,FALSE
197,TRUE,FALSE,FALSE,FALSE
198,FALSE,FALSE,FALSE,FALSE
199,FALSE,FALSE,FALSE,FALSE
200,TRUE,FALSE,FALSE,FALSE
201,FALSE,FALSE,FALSE,FALSE
202,TRUE,FALSE,FALSE,FALSE
203,TRUE,FALSE,FALSE,FALSE
206,TRUE,FALSE,FALSE,FALSE
207,TRUE,FALSE,FALSE,FALSE
208,TRUE,FALSE,FALSE,FALSE
213,TRUE,TRUE,FALSE,FALSE
214,TRUE,FALSE,FALSE,FALSE
215,FALSE,FALSE,FALSE,FALSE
216,TRUE,TRUE,FALSE,FALSE
217,TRUE,FALSE,FALSE,FALSE
218,FALSE,FALSE,FALSE,FALSE
219,TRUE,FALSE,FALSE,FALSE
220,TRUE,FALSE,FALSE,FALSE
221,TRUE,FALSE,FALSE,FALSE
222,TRUE,TRUE,FALSE,FALSE
224,TRUE,FALSE,FALSE,FALSE
225,TRUE,FALSE,FALSE,FALSE
226,TRUE,FALSE,FALSE,FALSE
227,TRUE,TRUE,TRUE,FALSE
231,TRUE,FALSE,FALSE,FALSE
234,TRUE,FALSE,FALSE,FALSE
240,TRUE,FALSE,FALSE,FALSE
242,TRUE,FALSE,FALSE,FALSE
243,TRUE,FALSE,FALSE,FALSE
244,TRUE,FALSE,FALSE,FALSE
245,FALSE,FALSE,FALSE,FALSE
254,TRUE,FALSE,FALSE,FALSE
255,FALSE,FALSE,FALSE,FALSE
256,FALSE,FALSE,FALSE,FALSE
257,FALSE,FALSE,FALSE,FALSE
263,TRUE,FALSE,FALSE,FALSE
264,FALSE,FALSE,FALSE,FALSE
265,TRUE,FALSE,FALSE,FALSE
266,TRUE,TRUE,TRUE,FALSE
267,TRUE,FALSE,FALSE,FALSE
268,FALSE,FALSE,FALSE,FALSE
269,TRUE,FALSE,FALSE,FALSE
270,TRUE,FALSE,FALSE,FALSE
271,TRUE,FALSE,FALSE,FALSE
275,TRUE,TRUE,FALSE,FALSE
276,TRUE,FALSE,FALSE,FALSE
277,TRUE,FALSE,FALSE,FALSE
278,TRUE,FALSE,FALSE,FALSE
279,TRUE,FALSE,FALSE,FALSE
281,FALSE,FALSE,FALSE,FALSE
282,FALSE,FALSE,FALSE,FALSE
283,FALSE,FALSE,FALSE,FALSE
284,TRUE,FALSE,FALSE,FALSE
288,TRUE,FALSE,FALSE,FALSE
292,FALSE,FALSE,FALSE,FALSE
294,TRUE,TRUE,FALSE,FALSE
295,TRUE,TRUE,FALSE,FALSE
296,TRUE,TRUE,FALSE,FALSE
298,TRUE,FALSE,FALSE,FALSE
299,TRUE,FALSE,FALSE,FALSE
302,FALSE,FALSE,FALSE,FALSE
307,TRUE,FALSE,FALSE,FALSE
308,TRUE,FALSE,FALSE,FALSE
316,TRUE,FALSE,FALSE,FALSE
319,TRUE,FALSE,FALSE,FALSE
320,FALSE,FALSE,FALSE,FALSE
321,FALSE,FALSE,FALSE,FALSE
322,TRUE,FALSE,FALSE,FALSE
329,FALSE,FALSE,FALSE,FALSE
330,TRUE,FALSE,FALSE,FALSE
336,TRUE,FALSE,FALSE,FALSE
337,TRUE,FALSE,FALSE,FALSE
338,TRUE,TRUE,TRUE,FALSE
339,TRUE,FALSE,FALSE,FALSE
343,TRUE,FALSE,FALSE,FALSE
344,TRUE,FALSE,FALSE,FALSE
345,TRUE,FALSE,FALSE,FALSE
346,TRUE,FALSE,FALSE,FALSE
349,TRUE,FALSE,FALSE,FALSE
351,TRUE,FALSE,FALSE,FALSE
352,TRUE,FALSE,FALSE,FALSE
353,TRUE,FALSE,FALSE,FALSE
355,TRUE,FALSE,FALSE,FALSE
359,FALSE,FALSE,FALSE,FALSE
360,TRUE,FALSE,FALSE,FALSE
361,TRUE,FALSE,FALSE,FALSE
362,TRUE,FALSE,FALSE,FALSE
363,TRUE,FALSE,FALSE,FALSE
364,FALSE,FALSE,FALSE,FALSE
367,TRUE,FALSE,FALSE,FALSE
368,TRUE,FALSE,FALSE,FALSE
370,TRUE,FALSE,FALSE,FALSE
371,TRUE,FALSE,FALSE,FALSE
372,FALSE,FALSE,FALSE,FALSE
373,TRUE,FALSE,FALSE,FALSE
374,TRUE,FALSE,FALSE,FALSE
375,TRUE,FALSE,FALSE,FALSE
376,TRUE,FALSE,FALSE,FALSE
383,TRUE,FALSE,FALSE,FALSE
384,TRUE,FALSE,FALSE,FALSE
385,TRUE,FALSE,FALSE,FALSE
386,TRUE,FALSE,FALSE,FALSE
387,TRUE,TRUE,TRUE,FALSE
395,FALSE,FALSE,FALSE,FALSE
396,TRUE,FALSE,FALSE,FALSE
397,FALSE,FALSE,FALSE,FALSE
398,TRUE,FALSE,FALSE,FALSE
399,FALSE,FALSE,FALSE,FALSE
402,TRUE,FALSE,FALSE,FALSE
403,TRUE,TRUE,TRUE,FALSE
404,TRUE,FALSE,FALSE,FALSE
405,TRUE,FALSE,FALSE,FALSE
408,FALSE,FALSE,FALSE,FALSE
409,TRUE,FALSE,FALSE,FALSE
410,TRUE,FALSE,FALSE,FALSE
415,TRUE,FALSE,FALSE,FALSE
416,TRUE,FALSE,FALSE,FALSE
417,TRUE,FALSE,FALSE,FALSE
420,TRUE,FALSE,FALSE,FALSE
421,FALSE,FALSE,FALSE,FALSE
423,TRUE,TRUE,FALSE,FALSE
426,TRUE,TRUE,TRUE,FALSE
430,TRUE,FALSE,FALSE,FALSE
431,TRUE,FALSE,FALSE,FALSE
432,TRUE,FALSE,FALSE,FALSE
434,TRUE,FALSE,FALSE,FALSE
435,TRUE,FALSE,FALSE,FALSE
437,TRUE,FALSE,FALSE,FALSE
438,TRUE,TRUE,FALSE,FALSE
439,TRUE,FALSE,FALSE,FALSE
440,TRUE,FALSE,FALSE,FALSE
441,TRUE,FALSE,FALSE,FALSE
446,TRUE,TRUE,FALSE,FALSE
447,FALSE,FALSE,FALSE,FALSE
448,TRUE,FALSE,FALSE,FALSE
449,TRUE,FALSE,TRUE,FALSE
450,TRUE,FALSE,TRUE,FALSE
451,TRUE,FALSE,TRUE,FALSE
452,TRUE,FALSE,TRUE,FALSE
453,TRUE,FALSE,TRUE,FALSE
454,TRUE,TRUE,FALSE,FALSE
455,FALSE,FALSE,FALSE,FALSE
456,TRUE,FALSE,FALSE,FALSE
457,TRUE,FALSE,FALSE,FALSE
458,TRUE,FALSE,FALSE,FALSE
459,FALSE,FALSE,FALSE,FALSE
460,FALSE,FALSE,FALSE,FALSE
461,TRUE,FALSE,FALSE,FALSE
462,FALSE,FALSE,FALSE,FALSE
463,FALSE,FALSE,FALSE,FALSE
464,FALSE,FALSE,FALSE,FALSE
465,FALSE,FALSE,FALSE,FALSE
466,TRUE,FALSE,FALSE,FALSE
467,FALSE,FALSE,FALSE,FALSE
468,FALSE,FALSE,FALSE,FALSE
472,TRUE,FALSE,FALSE,FALSE
473,TRUE,FALSE,FALSE,FALSE
474,TRUE,FALSE,FALSE,FALSE
475,TRUE,FALSE,FALSE,FALSE
480,TRUE,FALSE,FALSE,FALSE
481,TRUE,FALSE,FALSE,FALSE
482,TRUE,TRUE,FALSE,FALSE
483,TRUE,FALSE,FALSE,FALSE
489,TRUE,FALSE,FALSE,FALSE
490,TRUE,FALSE,FALSE,FALSE
491,TRUE,FALSE,FALSE,FALSE
492,TRUE,FALSE,FALSE,FALSE
493,TRUE,FALSE,FALSE,FALSE
494,TRUE,TRUE,FALSE,FALSE
495,TRUE,FALSE,FALSE,FALSE
496,TRUE,FALSE,FALSE,FALSE
501,TRUE,FALSE,FALSE,FALSE
502,TRUE,FALSE,FALSE,FALSE
506,TRUE,FALSE,FALSE,FALSE
507,TRUE,FALSE,FALSE,FALSE
508,TRUE,FALSE,FALSE,FALSE
509,FALSE,FALSE,FALSE,FALSE
510,TRUE,FALSE,TRUE,FALSE
513,TRUE,FALSE,FALSE,FALSE
514,TRUE,FALSE,FALSE,FALSE
515,TRUE,FALSE,FALSE,FALSE
516,TRUE,FALSE,FALSE,FALSE
517,TRUE,FALSE,FALSE,FALSE
518,TRUE,FALSE,FALSE,FALSE
519,TRUE,FALSE,TRUE,FALSE
521,TRUE,FALSE,FALSE,FALSE
522,TRUE,FALSE,FALSE,FALSE
526,TRUE,FALSE,FALSE,FALSE
527,TRUE,TRUE,TRUE,FALSE
528,TRUE,TRUE,TRUE,FALSE
530,TRUE,FALSE,FALSE,FALSE
532,TRUE,TRUE,FALSE,FALSE
533,TRUE,FALSE,FALSE,FALSE
534,TRUE,FALSE,FALSE,FALSE
535,TRUE,FALSE,FALSE,FALSE
543,TRUE,FALSE,FALSE,FALSE
544,FALSE,FALSE,FALSE,FALSE
545,TRUE,FALSE,FALSE,FALSE
546,TRUE,TRUE,TRUE,FALSE
547,TRUE,FALSE,FALSE,FALSE
548,TRUE,FALSE,FALSE,FALSE
549,TRUE,FALSE,FALSE,FALSE
550,TRUE,FALSE,FALSE,FALSE
554,TRUE,FALSE,FALSE,FALSE
555,TRUE,FALSE,FALSE,FALSE
556,FALSE,FALSE,FALSE,FALSE
557,FALSE,FALSE,FALSE,FALSE
558,FALSE,FALSE,FALSE,FALSE
568,TRUE,FALSE,FALSE,FALSE
569,TRUE,FALSE,FALSE,FALSE
570,TRUE,FALSE,FALSE,FALSE
571,TRUE,FALSE,FALSE,FALSE
572,TRUE,FALSE,FALSE,FALSE
573,TRUE,FALSE,FALSE,FALSE
574,TRUE,FALSE,FALSE,FALSE
575,TRUE,FALSE,FALSE,FALSE
576,TRUE,FALSE,FALSE,FALSE
577,TRUE,FALSE,FALSE,FALSE
578,TRUE,FALSE,FALSE,FALSE
579,TRUE,FALSE,FALSE,FALSE
580,TRUE,FALSE,FALSE,FALSE
581,TRUE,FALSE,FALSE,FALSE
582,TRUE,FALSE,FALSE,FALSE
583,TRUE,FALSE,FALSE,FALSE
584,TRUE,FALSE,FALSE,FALSE
585,TRUE,FALSE,FALSE,FALSE
586,TRUE,FALSE,FALSE,FALSE
587,TRUE,FALSE,FALSE,FALSE
588,TRUE,FALSE,FALSE,FALSE
589,TRUE,FALSE,FALSE,FALSE
590,TRUE,FALSE,FALSE,FALSE
591,TRUE,FALSE,FALSE,FALSE
592,TRUE,FALSE,FALSE,FALSE
593,TRUE,FALSE,FALSE,FALSE
594,TRUE,FALSE,FALSE,FALSE
595,TRUE,FALSE,FALSE,FALSE
596,TRUE,FALSE,FALSE,FALSE
597,TRUE,FALSE,FALSE,FALSE
598,TRUE,FALSE,FALSE,FALSE
599,TRUE,FALSE,FALSE,FALSE
600,TRUE,FALSE,FALSE,FALSE
601,TRUE,FALSE,FALSE,FALSE
602,TRUE,FALSE,FALSE,FALSE
605,TRUE,FALSE,FALSE,FALSE
606,TRUE,FALSE,FALSE,FALSE
607,TRUE,FALSE,FALSE,FALSE
608,TRUE,FALSE,FALSE,FALSE
609,TRUE,FALSE,FALSE,FALSE
610,TRUE,FALSE,FALSE,FALSE
614,FALSE,FALSE,FALSE,FALSE
615,FALSE,FALSE,FALSE,FALSE
621,TRUE,FALSE,FALSE,FALSE
622,TRUE,FALSE,FALSE,FALSE
624,FALSE,FALSE,FALSE,FALSE
625,TRUE,FALSE,FALSE,FALSE
626,TRUE,TRUE,FALSE,FALSE
627,TRUE,TRUE,FALSE,FALSE
631,TRUE,TRUE,FALSE,FALSE
633,TRUE,FALSE,FALSE,FALSE
634,TRUE,FALSE,FALSE,FALSE
636,TRUE,FALSE,FALSE,FALSE
637,FALSE,FALSE,FALSE,FALSE
638,TRUE,FALSE,FALSE,FALSE
639,FALSE,FALSE,FALSE,FALSE
640,TRUE,FALSE,FALSE,FALSE
641,TRUE,TRUE,FALSE,FALSE
645,TRUE,TRUE,FALSE,FALSE
646,FALSE,FALSE,FALSE,FALSE
647,FALSE,FALSE,TRUE,FALSE
648,TRUE,FALSE,FALSE,FALSE
649,TRUE,FALSE,FALSE,FALSE
650,FALSE,FALSE,FALSE,FALSE
651,FALSE,FALSE,FALSE,FALSE
652,TRUE,FALSE,FALSE,FALSE
657,TRUE,FALSE,FALSE,FALSE
659,FALSE,FALSE,FALSE,FALSE
660,FALSE,FALSE,FALSE,FALSE
661,TRUE,FALSE,FALSE,FALSE
662,FALSE,FALSE,FALSE,FALSE
663,TRUE,FALSE,FALSE,FALSE
664,TRUE,FALSE,FALSE,FALSE
665,TRUE,FALSE,FALSE,FALSE
666,TRUE,FALSE,FALSE,FALSE
667,TRUE,FALSE,FALSE,FALSE
668,TRUE,FALSE,FALSE,FALSE
669,TRUE,FALSE,FALSE,FALSE
670,TRUE,TRUE,TRUE,FALSE
671,TRUE,FALSE,FALSE,FALSE
672,TRUE,FALSE,FALSE,FALSE
673,TRUE,FALSE,FALSE,FALSE
674,TRUE,FALSE,FALSE,FALSE
677,TRUE,FALSE,FALSE,FALSE
680,FALSE,FALSE,FALSE,FALSE
681,FALSE,FALSE,FALSE,FALSE
682,TRUE,FALSE,FALSE,FALSE
685,TRUE,FALSE,FALSE,FALSE
686,TRUE,FALSE,FALSE,FALSE
687,FALSE,FALSE,FALSE,FALSE
688,TRUE,FALSE,FALSE,FALSE
692,TRUE,FALSE,FALSE,FALSE
693,TRUE,FALSE,FALSE,FALSE
694,TRUE,FALSE,FALSE,FALSE
699,TRUE,FALSE,FALSE,FALSE
700,TRUE,FALSE,FALSE,FALSE
701,TRUE,FALSE,FALSE,FALSE
702,TRUE,FALSE,FALSE,FALSE
703,TRUE,FALSE,FALSE,FALSE
704,TRUE,FALSE,FALSE,FALSE
705,TRUE,FALSE,FALSE,FALSE
706,TRUE,FALSE,FALSE,FALSE
707,TRUE,FALSE,FALSE,FALSE
708,FALSE,FALSE,FALSE,FALSE
709,FALSE,FALSE,FALSE,FALSE
710,FALSE,FALSE,FALSE,FALSE
712,TRUE,FALSE,FALSE,FALSE
713,FALSE,FALSE,FALSE,FALSE
714,FALSE,FALSE,FALSE,FALSE
715,TRUE,FALSE,FALSE,FALSE
716,TRUE,FALSE,FALSE,FALSE
717,TRUE,FALSE,FALSE,FALSE
718,TRUE,FALSE,FALSE,FALSE
719,TRUE,FALSE,FALSE,FALSE
720,TRUE,FALSE,FALSE,FALSE
721,TRUE,FALSE,FALSE,FALSE
722,FALSE,FALSE,FALSE,FALSE
723,FALSE,FALSE,FALSE,FALSE
724,TRUE,FALSE,FALSE,FALSE
725,FALSE,FALSE,FALSE,FALSE
726,FALSE,FALSE,FALSE,FALSE
727,TRUE,FALSE,FALSE,FALSE
728,TRUE,FALSE,FALSE,FALSE
730,TRUE,FALSE,FALSE,FALSE
734,TRUE,FALSE,FALSE,FALSE
736,TRUE,FALSE,FALSE,FALSE
737,TRUE,FALSE,FALSE,FALSE
738,TRUE,FALSE,FALSE,FALSE
739,TRUE,FALSE,FALSE,FALSE
740,FALSE,FALSE,FALSE,FALSE
741,FALSE,FALSE,FALSE,FALSE
742,FALSE,FALSE,FALSE,FALSE
743,TRUE,FALSE,FALSE,FALSE
744,TRUE,FALSE,FALSE,FALSE
745,TRUE,FALSE,FALSE,FALSE
746,TRUE,FALSE,FALSE,FALSE
749,TRUE,FALSE,FALSE,FALSE
750,TRUE,FALSE,FALSE,FALSE
752,TRUE,FALSE,FALSE,FALSE
753,TRUE,FALSE,FALSE,FALSE
754,FALSE,FALSE,FALSE,FALSE
755,TRUE,FALSE,FALSE,FALSE
756,TRUE,FALSE,FALSE,FALSE
757,TRUE,FALSE,FALSE,FALSE
758,FALSE,FALSE,FALSE,FALSE
759,FALSE,FALSE,FALSE,FALSE
760,TRUE,FALSE,FALSE,FALSE
761,FALSE,FALSE,FALSE,FALSE
762,FALSE,FALSE,FALSE,FALSE
763,TRUE,FALSE,FALSE,FALSE
764,TRUE,FALSE,FALSE,FALSE
767,FALSE,FALSE,FALSE,FALSE
768,FALSE,FALSE,FALSE,FALSE
769,TRUE,FALSE,FALSE,FALSE
771,FALSE,FALSE,FALSE,FALSE
774,FALSE,FALSE,FALSE,FALSE
775,FALSE,FALSE,FALSE,FALSE
776,FALSE,FALSE,FALSE,FALSE
777,FALSE,FALSE,FALSE,FALSE
778,TRUE,FALSE,FALSE,FALSE
779,TRUE,FALSE,FALSE,FALSE
780,TRUE,FALSE,FALSE,FALSE
781,TRUE,FALSE,FALSE,FALSE
783,FALSE,FALSE,FALSE,FALSE
785,TRUE,FALSE,FALSE,FALSE
788,TRUE,FALSE,FALSE,FALSE
789,TRUE,FALSE,FALSE,FALSE
790,TRUE,FALSE,FALSE,FALSE
792,TRUE,FALSE,FALSE,FALSE
793,TRUE,FALSE,FALSE,FALSE
794,TRUE,FALSE,FALSE,FALSE
795,TRUE,FALSE,FALSE,FALSE
796,TRUE,FALSE,FALSE,FALSE
797,TRUE,FALSE,FALSE,FALSE
798,TRUE,FALSE,FALSE,FALSE
800,FALSE,FALSE,FALSE,FALSE
801,FALSE,FALSE,FALSE,FALSE
802,TRUE,FALSE,FALSE,FALSE
803,FALSE,FALSE,FALSE,FALSE
809,TRUE,FALSE,FALSE,FALSE
810,TRUE,FALSE,FALSE,FALSE
811,FALSE,FALSE,FALSE,FALSE
822,FALSE,FALSE,FALSE,FALSE
823,TRUE,FALSE,FALSE,FALSE
824,TRUE,FALSE,FALSE,FALSE
825,TRUE,FALSE,FALSE,FALSE
826,TRUE,FALSE,FALSE,FALSE
828,TRUE,FALSE,FALSE,FALSE
829,TRUE,FALSE,FALSE,FALSE
830,TRUE,FALSE,FALSE,FALSE
831,FALSE,FALSE,FALSE,FALSE
832,TRUE,FALSE,FALSE,FALSE
833,FALSE,FALSE,FALSE,FALSE
837,TRUE,FALSE,FALSE,FALSE
838,TRUE,FALSE,FALSE,FALSE
839,FALSE,FALSE,FALSE,FALSE
840,FALSE,FALSE,FALSE,FALSE
843,TRUE,FALSE,FALSE,FALSE
844,FALSE,FALSE,FALSE,FALSE
845,TRUE,FALSE,FALSE,FALSE
846,FALSE,FALSE,FALSE,FALSE
847,TRUE,FALSE,FALSE,FALSE
848,FALSE,FALSE,FALSE,FALSE
849,TRUE,FALSE,TRUE,FALSE
852,TRUE,FALSE,FALSE,FALSE
861,TRUE,FALSE,FALSE,FALSE
862,TRUE,FALSE,FALSE,FALSE
866,FALSE,FALSE,FALSE,FALSE
867,FALSE,FALSE,FALSE,FALSE
873,TRUE,FALSE,FALSE,FALSE
874,TRUE,FALSE,FALSE,FALSE
877,TRUE,FALSE,FALSE,FALSE
878,TRUE,FALSE,TRUE,FALSE
880,FALSE,FALSE,FALSE,FALSE
881,TRUE,FALSE,FALSE,FALSE
882,TRUE,FALSE,FALSE,FALSE
886,TRUE,FALSE,FALSE,FALSE
888,FALSE,FALSE,FALSE,FALSE
890,TRUE,FALSE,FALSE,FALSE
891,FALSE,FALSE,FALSE,FALSE
898,TRUE,FALSE,FALSE,FALSE
899,FALSE,FALSE,FALSE,FALSE
900,TRUE,FALSE,FALSE,FALSE
905,TRUE,FALSE,FALSE,FALSE
906,FALSE,FALSE,FALSE,FALSE
907,FALSE,FALSE,FALSE,FALSE
908,TRUE,FALSE,FALSE,FALSE
909,TRUE,FALSE,FALSE,FALSE
910,TRUE,FALSE,FALSE,FALSE
913,TRUE,FALSE,FALSE,FALSE
915,TRUE,FALSE,FALSE,FALSE
916,TRUE,FALSE,FALSE,FALSE
917,FALSE,FALSE,FALSE,FALSE
918,TRUE,FALSE,FALSE,FALSE
922,TRUE,FALSE,FALSE,FALSE
923,TRUE,FALSE,FALSE,FALSE
924,FALSE,FALSE,FALSE,FALSE
925,FALSE,FALSE,FALSE,FALSE
926,TRUE,FALSE,FALSE,FALSE
930,FALSE,FALSE,FALSE,FALSE
934,FALSE,FALSE,FALSE,FALSE
935,FALSE,FALSE,FALSE,FALSE
939,TRUE,FALSE,FALSE,FALSE
940,TRUE,FALSE,FALSE,FALSE
944,TRUE,FALSE,FALSE,FALSE
945,TRUE,FALSE,FALSE,FALSE
950,FALSE,FALSE,FALSE,FALSE
951,FALSE,FALSE,FALSE,FALSE
952,TRUE,FALSE,FALSE,FALSE
953,TRUE,FALSE,FALSE,FALSE
954,TRUE,FALSE,FALSE,FALSE
959,FALSE,FALSE,FALSE,FALSE
960,FALSE,FALSE,FALSE,FALSE
966,FALSE,FALSE,FALSE,FALSE
967,TRUE,FALSE,FALSE,FALSE
973,FALSE,FALSE,FALSE,FALSE
976,FALSE,FALSE,FALSE,FALSE
977,FALSE,FALSE,FALSE,FALSE
983,FALSE,FALSE,FALSE,FALSE
985,TRUE,FALSE,FALSE,FALSE
986,FALSE,FALSE,FALSE,FALSE
989,TRUE,FALSE,FALSE,FALSE
990,FALSE,FALSE,FALSE,FALSE
991,TRUE,FALSE,FALSE,FALSE
994,TRUE,FALSE,FALSE,FALSE
997,TRUE,FALSE,FALSE,FALSE
998,FALSE,FALSE,FALSE,FALSE
999,FALSE,FALSE,FALSE,FALSE
1012,TRUE,FALSE,FALSE,FALSE
1013,FALSE,FALSE,FALSE,FALSE
1014,TRUE,TRUE,FALSE,FALSE
1016,FALSE,FALSE,FALSE,FALSE
1019,TRUE,FALSE,FALSE,FALSE
1021,TRUE,FALSE,FALSE,FALSE
1027,TRUE,FALSE,FALSE,FALSE
1028,TRUE,FALSE,FALSE,FALSE
1030,TRUE,FALSE,FALSE,FALSE
1031,FALSE,FALSE,FALSE,FALSE
1032,TRUE,FALSE,FALSE,FALSE
1034,FALSE,FALSE,FALSE,FALSE
1036,TRUE,FALSE,FALSE,FALSE
1038,TRUE,FALSE,FALSE,FALSE
1041,TRUE,TRUE,FALSE,FALSE
1042,TRUE,FALSE,FALSE,FALSE
1043,TRUE,FALSE,FALSE,FALSE
1045,TRUE,FALSE,FALSE,FALSE
1046,TRUE,FALSE,FALSE,FALSE
1048,TRUE,FALSE,FALSE,FALSE
1049,TRUE,FALSE,FALSE,FALSE
1051,TRUE,FALSE,FALSE,FALSE
1052,FALSE,FALSE,FALSE,FALSE
1053,TRUE,FALSE,FALSE,FALSE
1054,FALSE,FALSE,FALSE,FALSE
1055,TRUE,FALSE,FALSE,FALSE
1058,TRUE,FALSE,FALSE,FALSE
1059,TRUE,FALSE,FALSE,FALSE
1060,TRUE,FALSE,FALSE,FALSE
1061,FALSE,FALSE,FALSE,FALSE
1063,TRUE,FALSE,FALSE,FALSE
1064,TRUE,FALSE,FALSE,FALSE
1065,FALSE,FALSE,FALSE,FALSE
1066,FALSE,FALSE,FALSE,FALSE
1067,TRUE,FALSE,FALSE,FALSE
1068,TRUE,FALSE,FALSE,FALSE
1070,TRUE,TRUE,FALSE,FALSE
1071,TRUE,FALSE,FALSE,FALSE
1072,FALSE,FALSE,FALSE,FALSE
1075,TRUE,FALSE,FALSE,FALSE
1076,TRUE,FALSE,FALSE,FALSE
1077,TRUE,FALSE,FALSE,FALSE
1078,TRUE,FALSE,FALSE,FALSE
